link,content,support,seg,減稅_ind,基礎建設_ind,蘋果_ind,轉彎_ind,罵_ind,或許_ind,川普行情_ind,成長_ind,爽_ind,上演_ind,支持者_ind,iPhone_ind,500_ind,隊長_ind,不爽_ind,新興市場_ind,拉近_ind,推文_ind,報導_ind,噗_ind,買_ind,製造業_ind,推_ind,衰退_ind,雖然_ind,大盤_ind,遇到_ind,深價外_ind,國際_ind,PUT_ind,亂_ind,gg_ind,八年_ind,臺灣_ind,四年_ind,回流_ind,崩潰_ind,長城_ind,躺平_ind,恐慌_ind,QQ_ind
https://www.ptt.cc/bbs/Stock/M.1467339066.A.0CB.html,空軍是沒人權嗎？非得這樣嘎得人不成人形嗎？以全世界資金氾濫的情形以及FED全力做莊拉抬行情的態勢我相信在美國總統大選前絕對不會崩啦可憐的川普要被民主黨及全球央行給搞掉了請板主開空軍HATE區啦----,-1,"[空軍, 是, 沒人權, 嗎, ？, 非得, 這樣, 嘎得, 人, 不成, 人形, 嗎, ？, 以, 全世界, 資金, 氾, 濫, 的, 情形, 以及, FED, 全力, 做莊, 拉, 抬, 行情, 的, 態勢, 我, 相信, 在, 美國, 總統, 大選前, 絕對, 不會, 崩, 啦, 可憐, 的, 川普, 要, 被, 民主黨, 及, 全球, 央行, 給, 搞掉, 了, 請, 板主開, 空軍, HATE, 區啦, -, -, -, -]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1467853498.A.582.html,最後還被川普選上,1,"[最後, 還被, 川普, 選上]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469419405.A.080.html,若由共和黨候選人川普（Donald Trump）當選,0,"[若, 由, 共和黨, 候選人, 川普, （, Donald,  , Trump, ）, 當選]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469419405.A.080.html,由於川普代表的路線是貿易保護主義,0,"[由, 於, 川普, 代表, 的, 路線, 是, 貿易, 保護主義]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469419405.A.080.html,若川普當選,0,"[若, 川普, 當選]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,可能的發展如下FED為避免川普當選造成經濟動盪,0,"[可能, 的, 發展, 如下, FED, 為, 避免, 川普, 當選, 造成, 經濟, 動盪]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,就會想支持川普(因為希拉蕊與華爾街的關係較緊密)川普的支持度逐漸攀升,1,"[就, 會, 想, 支持, 川普, (, 因為, 希拉蕊, 與, 華爾街, 的, 關係, 較, 緊密, ), 川普, 的, 支持度, 逐漸, 攀升]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,"就會加重跌勢......至於為何認為川普是空軍最大的支柱？因為載著戰鬥機的最強大載具是航母而美國航母有以總統命名的傳統所以空軍就期待""川普號航空母艦""的到來吧",0,"[就, 會, 加重, 跌勢, ......, 至於, 為何, 認為, 川普, 是, 空軍, 最大, 的, 支柱, ？, 因為, 載著, 戰鬥機, 的, 最, 強大載, 具是, 航母, 而, 美國, 航母, 有以, 總統, 命名, 的, 傳統, 所以, 空軍, 就, 期待, "", 川普, 號, 航空, 母艦, "", 的, 到, 來, 吧]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,有可能在川普民調贏希拉蕊到一定程度時就會開始跌跌到川普選上後變利空出盡,1,"[有, 可能, 在, 川普, 民調, 贏, 希拉蕊, 到, 一定, 程度, 時, 就, 會, 開始, 跌跌, 到, 川普, 選上後變, 利空, 出盡]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,畢竟川普現在民調贏得還不夠多別急,0,"[畢竟, 川普, 現在, 民調, 贏得, 還不夠, 多別, 急]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,讓子彈飛一會兒那表示黨內對川普深具信心嗎XD真的,0,"[讓子, 彈飛, 一會兒, 那, 表示, 黨內, 對, 川普, 深具, 信心, 嗎, XD, 真的]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469527060.A.DD8.html,足以印證川普強打的恐嚇牌有效咦？很像哪裡怪怪的...,0,"[足以, 印證, 川普, 強打, 的, 恐嚇, 牌, 有效, 咦, ？, 很, 像, 哪裡, 怪怪的, ...]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469683335.A.4BF.html,比如你很擔心川普會當選,0,"[比如, 你, 很, 擔心, 川普, 會, 當選]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1469803288.A.0E1.html,川普如果掌握執政大權,0,"[川普, 如果, 掌握, 執政大權]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1470146413.A.2BE.html,但共和黨候選人川普和民主黨候選人希拉蕊都對《跨太平洋夥伴協定》（TPP）持反對立場,0,"[但, 共和黨, 候選人, 川普, 和, 民主黨, 候選人, 希拉蕊, 都, 對, 《, 跨, 太平洋, 夥伴, 協定, 》, （, TPP, ）, 持反, 對, 立場]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1470293758.A.017.html,即使美國大選由川普當選,0,"[即使, 美國, 大選, 由, 川普, 當選]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1471151023.A.4A7.html,像擔心川普會當選,-1,"[像, 擔心, 川普, 會, 當選]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1473043112.A.B7C.html,中間一度大跌到40多這波漲勢受惠川普基礎建設政策鑽全,1,"[中間, 一度, 大跌, 到, 40, 多, 這波, 漲勢, 受惠, 川普, 基礎建設, 政策, 鑽全]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1475218736.A.7D2.html,希拉蕊領先川普幅度擴大至35%,1,"[希拉蕊, 領先, 川普, 幅度, 擴大至, 35, %]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1464852416.A.66C.html,:而且川普又對房地產等等很熟悉，美股二萬點有機會,1,"[:, 而且, 川普, 又, 對, 房, 地產, 等等, 很, 熟悉, ，, 美股, 二萬點, 有, 機會]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1464852416.A.66C.html,:鍵盤支持川普,1,"[:, 鍵盤, 支持, 川普]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1464852416.A.66C.html,:川普本身不是很穩定，很多言論真的很有問題.,-1,"[:, 川普, 本身, 不是, 很, 穩定, ，, 很多, 言論, 真的, 很, 有, 問題, .]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1464852416.A.66C.html,:川普跟北韓友好北韓跟台灣友好故川普跟台灣友好,0,"[:, 川普, 跟, 北韓, 友好, 北韓, 跟, 台灣, 友好, 故, 川普, 跟, 台灣, 友好]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1464852416.A.66C.html,:鍵盤支持川普,1,"[:, 鍵盤, 支持, 川普]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1464852416.A.66C.html,:川普當選全壓空allin真心不騙,-1,"[:, 川普, 當選, 全壓空, allin, 真心, 不騙]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:是民主黨州可能變成搖擺州，對希拉蕊不見得會贏。,0,"[:, 是, 民主黨, 州, 可能, 變成, 搖擺州, ，, 對, 希拉蕊, 不見得, 會贏, 。]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:川普上了對台灣較有利吧，世界動亂，台灣的戰略價值,1,"[:, 川普, 上, 了, 對, 台灣, 較, 有利, 吧, ，, 世界, 動亂, ，, 台灣, 的, 戰略, 價值]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:桑默斯和川普對決好象比希拉蕊勝算大,0,"[:, 桑默斯, 和, 川普, 對決, 好象, 比, 希拉蕊, 勝算大]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:有分析文說希拉蕊贏對手的地方都是共和黨州，對手,0,"[:, 有, 分析, 文說, 希拉蕊, 贏對, 手, 的, 地方, 都, 是, 共和黨, 州, ，, 對手]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:川普之前和希拉蕊名調５５波捏,0,"[:, 川普, 之前, 和, 希拉蕊, 名調, ５, ５, 波捏]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:川普不選上，大家要怎麼玩,0,"[:, 川普, 不選上, ，, 大家, 要, 怎麼, 玩]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465187830.A.E27.html,:跟蠻多老美聊天，得知其實川普不見得機會低哦！,1,"[:, 跟, 蠻多, 老, 美, 聊天, ，, 得知, 其實, 川普, 不見得, 機會, 低, 哦, ！]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465234784.A.698.html,:川普最佳助選員。等著看煙火嘍咻蹦,1,"[:, 川普, 最佳, 助選員, 。, 等, 著, 看, 煙火, 嘍咻, 蹦]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465365609.A.32E.html,:今天崩川普當選?!,0,"[:, 今天, 崩, 川普, 當選, ?, !]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465390627.A.B02.html,:這輩子應該不會升了等川普當選吧,0,"[:, 這輩子, 應該, 不會, 升, 了, 等, 川普, 當選, 吧]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465436509.A.659.html,:川普跟脫歐爆炸程度大概像歐債,-1,"[:, 川普, 跟, 脫歐, 爆炸, 程度, 大概, 像, 歐債]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465436509.A.659.html,:川普當選,0,"[:, 川普, 當選]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465609302.A.BE2.html,:些新興開發歐東歐或有債的又還不出來，以及川普若,0,"[:, 些, 新興, 開發, 歐東歐, 或, 有債, 的, 又, 還不出, 來, ，, 以及, 川普, 若]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465777802.A.480.html,:[新聞]美佛州夜店槍擊川普再提穆斯林禁令,0,"[:, [, 新聞, ], 美, 佛州, 夜店, 槍擊, 川普, 再, 提, 穆斯林, 禁令]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:川普要是當選美國會很精彩族群撕裂,-1,"[:, 川普, 要是, 當選, 美國, 會, 很, 精彩, 族群, 撕裂]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:但我覺得川普要是當選重點是他背後的民意支持,1,"[:, 但, 我, 覺得, 川普, 要是, 當選, 重點, 是, 他, 背後, 的, 民意, 支持]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:幹講錯是川普拉,0,"[:, 幹講, 錯, 是, 川普, 拉]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:川普上是好是壞　就各自解讀惹,0,"[:, 川普, 上, 是, 好, 是, 壞, 　, 就, 各自, 解讀, 惹]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:會不會選完就qe4啊現在假裝經濟好給希拉蕊助攻XD,0,"[:, 會, 不會, 選完, 就, qe4, 啊, 現在, 假裝, 經濟, 好給, 希拉蕊, 助攻, XD]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:我覺得川普要贏一定要到最後XDD希拉蕊倒可能提前,0,"[:, 我, 覺得, 川普, 要贏, 一定, 要, 到, 最後, XDD, 希拉蕊, 倒, 可能, 提前]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:川普跟柯文哲差在哪?,0,"[:, 川普, 跟, 柯文哲, 差, 在, 哪, ?]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:美國大選前來幾個恐怖攻擊，有可能會讓川普選上就慘,0,"[:, 美國, 大選前, 來, 幾個, 恐怖, 攻擊, ，, 有, 可能, 會, 讓, 川普, 選上, 就慘]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1465797602.A.338.html,:那個槍擊案本身是沒影響　但是會讓川普多很多票,0,"[:, 那個, 槍擊案, 本身, 是, 沒, 影響, 　, 但是, 會, 讓, 川普, 多, 很多, 票]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466086745.A.8E0.html,:川普又要開砲了~,0,"[:, 川普, 又, 要, 開, 砲, 了, ~]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466249478.A.937.html,:我超級希望川普當選......,1,"[:, 我, 超級, 希望, 川普, 當選, ......]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466249478.A.937.html,:倒是川普當選比較恐怖,-1,"[:, 倒, 是, 川普, 當選, 比較, 恐怖]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466560242.A.9CC.html,:千錯萬錯川普的錯y,0,"[:, 千錯, 萬錯, 川普, 的, 錯, y]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466661605.A.530.html,:脫毆成功的話會影響美國是否要選川普的決心,0,"[:, 脫毆, 成功, 的話, 會, 影響, 美國, 是否, 要選, 川普, 的, 決心]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466661605.A.530.html,:Leaveorstay?由柯文哲當選，杜特蒂當選，川普即,-1,"[:, Leaveorstay, ?, 由, 柯文哲, 當選, ，, 杜特蒂, 當選, ，, 川普, 即]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466661605.A.530.html,:放心啦，還有川普這天鵝可以賺,-1,"[:, 放心, 啦, ，, 還有, 川普, 這, 天鵝, 可以, 賺]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ptt.cc/bbs/Stock/M.1466687573.A.B16.html,:新手發問川普當選會不會把呆幣搞到20比1？,-1,"[:, 新手, 發問, 川普, 當選, 會, 不會, 把, 呆幣, 搞, 到, 20, 比, 1, ？]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
