,link,tag,author,time,content,score
22520,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,lock7       , 06/01 17:17,:已持有好一段時間,1
22521,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,Longbottom  , 06/01 13:43,:推我要喝珍奶,1
22522,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,LoVeUu5566  , 06/01 20:17,:HI詹K,1
22523,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,mike1119    , 06/01 23:46,:推,1
22524,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,MiRRorX     ,2017/6/1 13:13,:奈米戶買不起，只能推,1
22525,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,MrQAQ       , 06/12 07:27,:是詹k~~~~,1
22526,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ncloveymr   , 06/03 13:19,:推啊,1
22527,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ncuedu      , 06/01 19:27,:感謝大哥供我吃穿,1
22528,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,news2       , 06/01 19:02,:hi，詹k！,1
22529,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,NICK9123    , 06/01 15:26,:推,1
22530,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ohala       , 06/01 18:06,:Hi，詹k大,1
22531,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ohohyaya77  , 06/02 10:45,:推了,1
22532,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ooiii       , 06/01 17:53,:Hi，詹K!!!!推雞排+清心！！,1
22533,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ptt1988     , 06/01 21:21,:推,1
22534,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,SaarZhang   , 06/01 13:50,:僅推不跟,1
22535,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,sambuck     , 06/01 18:33,:hi，詹k!,1
22536,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,scuderia3   , 06/01 19:44,:推,1
22537,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,sh58702e    , 06/01 14:24,:萬里呢,1
22538,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,shanwang    , 06/01 21:48,:Hi!K,1
22539,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,spykk       ,2017/6/1 13:22,:推,1
22540,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,stars916073 , 06/01 20:07,:推原po有責任心奈米戶無法跟XD,1
22541,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,stja        , 06/02 07:49,:,1
22542,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,stockclerk  , 06/01 16:39,:吞,1
22543,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,SWATMAN     , 06/01 17:49,:Hi，詹k大～～～,1
22544,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,tokyosky333 ,2017/6/1 13:05,:大大康聯我早上才買進你就出場囉哭哭,1
22545,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,truewater   ,2017/6/1 13:02,:小心otc回檔喔,1
22546,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,wantalk     , 06/04 19:56,:Hi，詹k大,1
22547,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,wantflyfin  , 06/01 18:49,:Hi，詹k,1
22548,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,wewe9876    , 06/01 19:00,:Hi，詹k,1
22549,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,wyytw       ,2017/6/1 13:19,:觀望,1
22550,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,xfindanx    , 06/01 18:03,:Hi，詹K+1,1
22551,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,ZeroSeven   , 06/03 17:04,:推阿,1
22552,https://www.ptt.cc/bbs/Stock/M.1464756955.A.56D.html,推 ,zishan0901  , 06/01 15:40,:推,1
26386,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,aaron1007   , 06/02 08:53,:新股神誕生,0
26387,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,em1234      , 06/02 12:54,:會不會只猜中一天呢?,0
26388,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,Janni       , 06/02 09:16,:85-75巨量上引線...死吧,0
26389,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,Justisaac   , 06/02 09:03,:這篇內文不錯~,0
26390,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,koes2005    , 06/02 12:41,:不過量縮@@好像沒預測正確,0
26391,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,LearnRPG    , 06/02 10:41,:散戶現在才開始看盤...XD,0
26392,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,Lineage5415 , 06/02 09:52,:天灰灰會不會讓我忘記尼四誰~啊8600少賺,0
26393,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,narowang    , 06/02 14:24,:結果被軋,0
26394,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,→ ,windigo     , 06/02 12:37,:賠不少了吧孩紙,0
26397,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,a29628684   , 06/02 11:10,:我信了,0
26398,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,a63180      , 06/02 08:43,:推!,0
26399,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,aboveground , 06/02 08:58,:不喜歡阿伯,0
26400,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,acquisition , 06/02 08:47,:推推,0
26401,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,adam7148    , 06/02 14:02,:推一個,0
26402,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,b8650040    , 06/02 08:57,:講在開盤前推,0
26403,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,b8650040    , 06/02 10:31,:度估哥超強，真的死魚....,0
26404,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,bigbear00783, 06/02 08:54,:推!!,0
26405,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,boa255451   , 06/02 10:42,:跪著大推,0
26406,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,chhsuzu     , 06/02 09:39,:推，救世主,0
26407,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,chinlu0322  , 06/02 13:27,:先推ㄧ天、準,0
26408,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,chun47      , 06/02 11:43,:推,0
26409,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,circle666   , 06/02 09:56,:8600莊家還活著嗎....,0
26410,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,cpjxxx      , 06/02 10:12,:盤前po屌！,0
26411,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,crazy81709  , 06/02 10:33,:連天氣都考慮進去了推推,0
26412,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,cum         , 06/02 10:31,:朝聖,0
26413,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,Dalapa      , 06/02 09:00,:昨天尾盤的空單有希望惹,0
26414,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,Dalapa      , 06/02 21:13,:不是很準，量沒縮，也沒定干,0
26415,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,DAVIDWAY    , 06/02 11:57,:太強了,0
26416,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,em1234      , 06/02 13:36,:猛猛,0
26417,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,F1ower      , 06/02 10:43,:這有點猛,0
26418,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,f204137     , 06/02 08:52,:說真的我覺得你比阿伯強xd,0
26419,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,f204137     , 06/02 13:11,:先知二推~,0
26420,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,f770622     , 06/02 08:48,:推恭喜原po大賺,0
26421,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,f770622     , 06/03 08:07,:股神要不要預測一下今天,0
26422,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,fdsa98786   , 06/02 12:08,:怎麼那麼帥~~~~,0
26423,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,ftrain      , 06/02 11:07,:神,0
26424,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,gg889g8     , 06/02 20:04,:不錯,0
26425,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,gmoz        , 06/02 09:48,:度辜新股神,0
26426,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,godblesses  , 06/02 12:18,:阿伯被桶股神竄起阿伯的時代過去了,0
26427,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,goodkilua   , 06/02 08:46,:不管對不對講在開盤前先給推,0
26428,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,highmangogo , 06/02 08:46,:一個字：絕,0
26429,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,jac19860114 , 06/02 11:45,:BGM~~,0
26430,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,jas9441314  , 06/02 09:50,:我的天空今天有點灰...,0
26431,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,johntu      , 06/02 09:16,:內文充實，推,0
26432,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,kanhun      , 06/02 08:59,:新一代期貨之神出現帶領股板弟兄翻身,0
26433,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,kaohsiung999, 06/02 12:09,:敢在開盤前講讚比灶神好多了,0
26434,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,Kmer        , 06/02 09:07,:推一個今天就不看盤了,0
26435,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,Kunoichi    , 06/02 12:47,:今天量沒縮要小心惹,0
26436,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,kurama1984  , 06/02 10:33,:我只能說空軍要起飛了,0
26437,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,kyo1760     , 06/02 12:17,:猛猛der,0
26438,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,loat        , 06/02 08:53,:推!,0
26439,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,love2587    , 06/02 10:11,:外資的天空可是晴空萬里!!!,0
26440,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,ManInBlack  , 06/02 09:40,:謝謝你賜我吃穿,0
26441,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,manpower1216, 06/02 10:34,:推,0
26442,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,marauder08  , 06/02 11:24,:盤前PO強推個,0
26443,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,michaelsun  , 06/02 08:58,:昨天跟上哥的腳步，隨著Du大一起衝刺~,0
26444,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,michaelsun  , 06/02 13:35,:跌的好像想中多,0
26445,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,MiRRorX     , 06/02 09:12,:求大大帶著奈米戶一頓溫飽,0
26446,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,net8762000  , 06/02 15:59,:推股神,0
26447,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,Nitricacid  , 06/02 11:05,:天空灰的像哭過XDDDD,0
26448,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,panda2      , 06/02 10:18,:分析給推,0
26449,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,Paravion    , 06/02 10:52,:剛才高點買的多單有救了！,0
26450,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,PioneerCDJ  , 06/02 12:12,:新股神!!!,0
26451,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,puppyking   , 06/02 20:21,:推開盤前講，推勇氣,0
26452,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,q1685000    , 06/02 08:49,:推,0
26453,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,qscgg       , 06/02 09:14,:喊燃料的是只看標題沒看內文嗎…,0
26454,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,SaarZhang   , 06/02 08:45,:今明兩天大盤會略降嗎？,0
26455,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,sam188321   , 06/02 08:52,:推,0
26456,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,silence569  , 06/02 09:26,:盤前說推，收盤見真章,0
26457,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,silencemars , 06/02 13:14,:有點準,0
26458,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,sk6         , 06/02 10:33,:猛新股神是你？,0
26459,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,slina       , 06/02 08:57,:股神,0
26460,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,soaringwings, 06/02 08:44,:猛股神是你？,0
26461,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,soaringwings, 06/02 10:45,:躲崩王,0
26462,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,starzodiac  , 06/02 09:43,:87分,0
26463,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,sunnymiruko , 06/02 09:34,:英挺帥氣的空軍依究昂然持有加油中~~,0
26464,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,tchen4      , 06/02 10:23,:這樣也給你猜到厲害,0
26465,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,tearofwind15, 06/02 12:29,:新一代股神來啦,0
26466,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,vanjoey     , 06/02 11:11,:天空灰的像哭過XDDD,0
26467,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,vincent1214 , 06/02 09:39,:天空灰的像哭過,0
26468,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,vincent1700 , 06/02 09:06,:阿伯望之不及,0
26469,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,vine        , 06/02 11:48,:根本股神,0
26470,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,wen710104   , 06/02 10:17,:推。度估,0
26471,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,windigo     , 06/02 08:58,:燃料來了爽,0
26472,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,windigo     , 06/02 09:02,:燃料來囉起飛～～～空軍弟兄加油囉,0
26473,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,windigo     , 06/02 09:09,:嗨燃料要停損嗎,0
26474,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,windigo     , 06/02 12:36,:崩的不錯,0
26475,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,wishyouhowev, 06/02 11:12,:講話有趣推,0
26476,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,yt938       , 06/02 10:54,:準ㄛ,0
26477,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,yt938       , 06/02 10:57,:這差不多比阿北強十倍R,0
26478,https://www.ptt.cc/bbs/Stock/M.1464828047.A.8F5.html,推 ,zfish       , 06/02 09:06,:萬點行情開啟,0
29882,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,aaron1007   , 06/03 08:58,:股版封神榜,1
29883,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,Allenguy    , 06/03 13:36,:可惜今天沒大漲但漲也算對一半,1
29884,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,bcw1218     , 06/03 09:29,:沒有量的話應該還是莊家盤,1
29885,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,DuGu        , 06/03 09:08,:雪紅真心想搞htc居然跟股東道歉,1
29886,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,DuGu        , 06/03 09:09,:想想以前威盛跌成那樣他也沒道歉就知道htc還有利多,1
29887,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,DuGu        , 06/03 09:10,:雪紅真心我信雪紅,1
29888,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,em1234      , 06/03 10:46,:推今天也看多,1
29889,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,em1234      , 06/03 13:41,:那個是誰?,1
29890,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,f204137     , 06/03 10:49,:你有想過A虎解今天不推嘛,1
29891,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,fantasywing , 06/03 10:11,:就像台股跟ADR也有機會來套利,1
29892,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,Justisaac   , 06/03 09:04,:不是有信心耶　fed某人晚上說話一邊說一邊拉到紅,1
29893,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,Justisaac   , 06/03 09:04,:內容大意是就算數據很好，太早升也會有問題,1
29894,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,Justisaac   , 06/03 09:05,:所以可能就算非農很棒也不會提前升息ＸＤ,1
29895,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,michaelsun  , 06/03 13:24,:看了就很反感,1
29896,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,nyyjeter8   , 06/03 10:09,:套利真的難賺不過真的是有這空間推一把,1
29897,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,VANNN       , 06/03 09:47,:PTT對這些法人和國安基金來說，真只是小蝦米一盤,1
29898,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,westwet     , 06/03 17:12,:這兩天很多之前在漲的股都留上影但也在平盤左右,1
29899,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,→ ,westwet     , 06/03 17:13,:應該是很多獲利了結的和有主力支撐且有買單撿平盤價,1
29904,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,a5170040    , 06/03 09:08,:推,1
29905,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,a9997878123 , 06/03 09:06,:(?′?ω?）?,1
29906,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,aben112008  , 06/03 09:49,:賭神!賭神!,1
29907,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,agvnol      , 06/03 09:39,:大噴了！謝謝將軍,1
29908,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,AhHow56     , 06/03 08:53,:頭,1
29909,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,amandake    , 06/03 11:19,:推推!!,1
29910,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,angel1980   , 06/03 09:21,:黑手主力會盯可以這高調，還真屌!,1
29911,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,Between1986 , 06/03 12:32,:賭神！！！,1
29912,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,bradjeter   , 06/03 10:20,:難到你就是傳說中的....股神,1
29913,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,cum         , 06/03 11:09,:朝聖,1
29914,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,Dalapa      , 06/03 09:03,:言之有理，跟你一把,1
29915,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,Dalapa      , 06/03 14:46,:沒輸贏,1
29916,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,darkcake    , 06/03 11:18,:今天賣壓太強衝不上去,1
29917,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,DAVIDWAY    , 06/03 15:54,:好猛,1
29918,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,duck12321   , 06/03 10:21,:推一個,1
29919,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,DUFA        , 06/03 13:02,:補推喲,1
29920,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,eiw123      , 06/03 13:13,:賭神!,1
29921,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,F1ower      , 06/03 09:33,:幹太強了Orz,1
29922,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,f770622     , 06/03 08:58,:\股神/\股神/\股神/\股神/\股神/,1
29923,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,fantasywing , 06/03 10:10,:賭菇兄這個不算在賭，這是跨市場利用時間差套利,1
29924,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,ftrain      , 06/03 18:33,:神,1
29925,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,hankshining , 06/03 10:39,:跪拜～,1
29926,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,hectorbibby , 06/03 13:41,":賭神應該也可以上電視!?因之前""那個""也上電視XD",1
29927,https://www.ptt.cc/bbs/Stock/M.1464915187.A.C29.html,推 ,j0221       , 06/03 12:40,:推一個,1
